Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1988,1,14,4,1020,950,1128,1050,PI,943,NA,68,60,NA,38,30,LGA,SYR,198,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,15,5,951,950,1043,1050,PI,943,NA,52,60,NA,-7,1,LGA,SYR,198,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,16,6,950,950,1047,1050,PI,943,NA,57,60,NA,-3,0,LGA,SYR,198,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,18,1,NA,950,NA,1050,PI,943,NA,NA,60,NA,NA,NA,LGA,SYR,198,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1988,1,19,2,955,950,1100,1050,PI,943,NA,65,60,NA,10,5,LGA,SYR,198,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,20,3,956,950,1056,1050,PI,943,NA,60,60,NA,6,6,LGA,SYR,198,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,21,4,1002,950,1055,1050,PI,943,NA,53,60,NA,5,12,LGA,SYR,198,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,22,5,953,950,1056,1050,PI,943,NA,63,60,NA,6,3,LGA,SYR,198,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,23,6,950,950,1041,1050,PI,943,NA,51,60,NA,-9,0,LGA,SYR,198,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,25,1,951,950,1049,1050,PI,943,NA,58,60,NA,-1,1,LGA,SYR,198,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,26,2,1000,950,1053,1050,PI,943,NA,53,60,NA,3,10,LGA,SYR,198,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,27,3,948,950,1049,1050,PI,943,NA,61,60,NA,-1,-2,LGA,SYR,198,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,28,4,952,950,1041,1050,PI,943,NA,49,60,NA,-9,2,LGA,SYR,198,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,29,5,948,950,1048,1050,PI,943,NA,60,60,NA,-2,-2,LGA,SYR,198,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,30,6,950,950,1040,1050,PI,943,NA,50,60,NA,-10,0,LGA,SYR,198,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,1,5,1104,1110,1143,1145,PI,943,NA,39,35,NA,-2,-6,SYR,BUF,134,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,3,7,1112,1110,1150,1145,PI,943,NA,38,35,NA,5,2,SYR,BUF,134,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,4,1,1249,1110,1328,1145,PI,943,NA,39,35,NA,103,99,SYR,BUF,134,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,5,2,1108,1110,1154,1145,PI,943,NA,46,35,NA,9,-2,SYR,BUF,134,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,6,3,1118,1110,1154,1145,PI,943,NA,36,35,NA,9,8,SYR,BUF,134,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,7,4,1109,1110,1144,1145,PI,943,NA,35,35,NA,-1,-1,SYR,BUF,134,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,8,5,1138,1110,1251,1145,PI,943,NA,73,35,NA,66,28,SYR,BUF,134,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,11,1,1109,1110,1144,1145,PI,943,NA,35,35,NA,-1,-1,SYR,BUF,134,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,12,2,1110,1110,1148,1145,PI,943,NA,38,35,NA,3,0,SYR,BUF,134,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,13,3,1126,1110,1201,1145,PI,943,NA,35,35,NA,16,16,SYR,BUF,134,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,14,4,1139,1110,1212,1145,PI,943,NA,33,35,NA,27,29,SYR,BUF,134,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,15,5,1108,1110,1146,1145,PI,943,NA,38,35,NA,1,-2,SYR,BUF,134,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,16,6,1110,1110,1146,1145,PI,943,NA,36,35,NA,1,0,SYR,BUF,134,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,18,1,1124,1110,1213,1145,PI,943,NA,49,35,NA,28,14,SYR,BUF,134,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,19,2,1110,1110,1152,1145,PI,943,NA,42,35,NA,7,0,SYR,BUF,134,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,20,3,1113,1110,1146,1145,PI,943,NA,33,35,NA,1,3,SYR,BUF,134,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,21,4,1109,1110,1146,1145,PI,943,NA,37,35,NA,1,-1,SYR,BUF,134,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,22,5,1107,1110,1145,1145,PI,943,NA,38,35,NA,0,-3,SYR,BUF,134,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,23,6,1110,1110,1142,1145,PI,943,NA,32,35,NA,-3,0,SYR,BUF,134,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,25,1,1108,1110,1145,1145,PI,943,NA,37,35,NA,0,-2,SYR,BUF,134,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,26,2,1341,1110,NA,1145,PI,943,NA,NA,35,NA,NA,151,SYR,BUF,134,NA,NA,0,NA,1,NA,NA,NA,NA,NA
1988,1,27,3,1109,1110,1148,1145,PI,943,NA,39,35,NA,3,-1,SYR,BUF,134,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,28,4,1106,1110,1140,1145,PI,943,NA,34,35,NA,-5,-4,SYR,BUF,134,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,29,5,1108,1110,1145,1145,PI,943,NA,37,35,NA,0,-2,SYR,BUF,134,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,30,6,1110,1110,1147,1145,PI,943,NA,37,35,NA,2,0,SYR,BUF,134,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,1,5,1457,1500,1553,1550,PI,944,NA,56,50,NA,3,-3,JFK,UCA,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,2,6,1458,1500,1552,1550,PI,944,NA,54,50,NA,2,-2,JFK,UCA,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,3,7,1459,1500,1549,1550,PI,944,NA,50,50,NA,-1,-1,JFK,UCA,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,4,1,1556,1500,1727,1550,PI,944,NA,91,50,NA,97,56,JFK,UCA,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,5,2,1500,1500,1605,1550,PI,944,NA,65,50,NA,15,0,JFK,UCA,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,6,3,1500,1500,1553,1550,PI,944,NA,53,50,NA,3,0,JFK,UCA,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,7,4,1500,1500,1602,1550,PI,944,NA,62,50,NA,12,0,JFK,UCA,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,8,5,NA,1500,NA,1550,PI,944,NA,NA,50,NA,NA,NA,JFK,UCA,191,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1988,1,10,7,1503,1500,1602,1550,PI,944,NA,59,50,NA,12,3,JFK,UCA,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,11,1,1459,1500,1554,1550,PI,944,NA,55,50,NA,4,-1,JFK,UCA,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,12,2,1515,1500,1617,1550,PI,944,NA,62,50,NA,27,15,JFK,UCA,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,13,3,1501,1500,1553,1550,PI,944,NA,52,50,NA,3,1,JFK,UCA,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,14,4,1501,1500,1559,1550,PI,944,NA,58,50,NA,9,1,JFK,UCA,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,15,5,1500,1500,1554,1550,PI,944,NA,54,50,NA,4,0,JFK,UCA,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,16,6,1500,1500,1600,1550,PI,944,NA,60,50,NA,10,0,JFK,UCA,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,17,7,1500,1500,1549,1550,PI,944,NA,49,50,NA,-1,0,JFK,UCA,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,18,1,1459,1500,1603,1550,PI,944,NA,64,50,NA,13,-1,JFK,UCA,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,19,2,1500,1500,1553,1550,PI,944,NA,53,50,NA,3,0,JFK,UCA,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,20,3,1457,1500,1552,1550,PI,944,NA,55,50,NA,2,-3,JFK,UCA,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,21,4,1458,1500,1558,1550,PI,944,NA,60,50,NA,8,-2,JFK,UCA,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,22,5,1501,1500,1550,1550,PI,944,NA,49,50,NA,0,1,JFK,UCA,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,23,6,1459,1500,1554,1550,PI,944,NA,55,50,NA,4,-1,JFK,UCA,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,24,7,1501,1500,1547,1550,PI,944,NA,46,50,NA,-3,1,JFK,UCA,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,25,1,1501,1500,1552,1550,PI,944,NA,51,50,NA,2,1,JFK,UCA,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,26,2,1524,1500,1612,1550,PI,944,NA,48,50,NA,22,24,JFK,UCA,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,27,3,1457,1500,1559,1550,PI,944,NA,62,50,NA,9,-3,JFK,UCA,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,28,4,1457,1500,1554,1550,PI,944,NA,57,50,NA,4,-3,JFK,UCA,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,29,5,1457,1500,1602,1550,PI,944,NA,65,50,NA,12,-3,JFK,UCA,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,30,6,1500,1500,1558,1550,PI,944,NA,58,50,NA,8,0,JFK,UCA,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,31,7,1458,1500,1557,1550,PI,944,NA,59,50,NA,7,-2,JFK,UCA,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,1,5,1702,1705,1802,1810,PI,944,NA,60,65,NA,-8,-3,SYR,BOS,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,3,7,1730,1705,1838,1810,PI,944,NA,68,65,NA,28,25,SYR,BOS,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,4,1,1832,1705,1933,1810,PI,944,NA,61,65,NA,83,87,SYR,BOS,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,5,2,1745,1705,1841,1810,PI,944,NA,56,65,NA,31,40,SYR,BOS,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,6,3,1719,1705,1828,1810,PI,944,NA,69,65,NA,18,14,SYR,BOS,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,7,4,1722,1705,1820,1810,PI,944,NA,58,65,NA,10,17,SYR,BOS,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,8,5,1947,1705,2110,1810,PI,944,NA,83,65,NA,180,162,SYR,BOS,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,9,6,1728,1705,1819,1810,PI,944,NA,51,65,NA,9,23,SYR,BOS,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,10,7,1720,1705,1824,1810,PI,944,NA,64,65,NA,14,15,SYR,BOS,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,11,1,1719,1705,1819,1810,PI,944,NA,60,65,NA,9,14,SYR,BOS,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,12,2,1711,1705,1826,1810,PI,944,NA,75,65,NA,16,6,SYR,BOS,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,13,3,1709,1705,1822,1810,PI,944,NA,73,65,NA,12,4,SYR,BOS,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,14,4,1710,1705,1816,1810,PI,944,NA,66,65,NA,6,5,SYR,BOS,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,15,5,1721,1705,1828,1810,PI,944,NA,67,65,NA,18,16,SYR,BOS,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,16,6,1705,1705,1815,1810,PI,944,NA,70,65,NA,5,0,SYR,BOS,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,17,7,1706,1705,1802,1810,PI,944,NA,56,65,NA,-8,1,SYR,BOS,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,18,1,1745,1705,1846,1810,PI,944,NA,61,65,NA,36,40,SYR,BOS,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,19,2,1714,1705,1825,1810,PI,944,NA,71,65,NA,15,9,SYR,BOS,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,20,3,1750,1705,1900,1810,PI,944,NA,70,65,NA,50,45,SYR,BOS,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,21,4,1747,1705,1842,1810,PI,944,NA,55,65,NA,32,42,SYR,BOS,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,22,5,1710,1705,1812,1810,PI,944,NA,62,65,NA,2,5,SYR,BOS,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,23,6,1705,1705,1756,1810,PI,944,NA,51,65,NA,-14,0,SYR,BOS,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,24,7,1705,1705,1803,1810,PI,944,NA,58,65,NA,-7,0,SYR,BOS,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,25,1,1718,1705,1834,1810,PI,944,NA,76,65,NA,24,13,SYR,BOS,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,26,2,1809,1705,1910,1810,PI,944,NA,61,65,NA,60,64,SYR,BOS,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,27,3,1718,1705,1837,1810,PI,944,NA,79,65,NA,27,13,SYR,BOS,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,28,4,1720,1705,1826,1810,PI,944,NA,66,65,NA,16,15,SYR,BOS,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,29,5,1705,1705,1808,1810,PI,944,NA,63,65,NA,-2,0,SYR,BOS,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,30,6,1705,1705,1755,1810,PI,944,NA,50,65,NA,-15,0,SYR,BOS,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,31,7,1701,1705,1758,1810,PI,944,NA,57,65,NA,-12,-4,SYR,BOS,264,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,1,5,1609,1610,1625,1630,PI,944,NA,16,20,NA,-5,-1,UCA,SYR,37,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,2,6,1613,1610,1630,1630,PI,944,NA,17,20,NA,0,3,UCA,SYR,37,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,3,7,1607,1610,1634,1630,PI,944,NA,27,20,NA,4,-3,UCA,SYR,37,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,4,1,1739,1610,1758,1630,PI,944,NA,19,20,NA,88,89,UCA,SYR,37,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,5,2,1619,1610,1647,1630,PI,944,NA,28,20,NA,17,9,UCA,SYR,37,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,6,3,1610,1610,1631,1630,PI,944,NA,21,20,NA,1,0,UCA,SYR,37,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,7,4,1618,1610,1640,1630,PI,944,NA,22,20,NA,10,8,UCA,SYR,37,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,8,5,NA,1610,NA,1630,PI,944,NA,NA,20,NA,NA,NA,UCA,SYR,37,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1988,1,10,7,1616,1610,1632,1630,PI,944,NA,16,20,NA,2,6,UCA,SYR,37,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,11,1,1614,1610,1637,1630,PI,944,NA,23,20,NA,7,4,UCA,SYR,37,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,12,2,1629,1610,1648,1630,PI,944,NA,19,20,NA,18,19,UCA,SYR,37,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,13,3,1615,1610,1642,1630,PI,944,NA,27,20,NA,12,5,UCA,SYR,37,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,14,4,1615,1610,1633,1630,PI,944,NA,18,20,NA,3,5,UCA,SYR,37,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,15,5,1609,1610,1640,1630,PI,944,NA,31,20,NA,10,-1,UCA,SYR,37,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,16,6,1610,1610,1639,1630,PI,944,NA,29,20,NA,9,0,UCA,SYR,37,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,17,7,1610,1610,1635,1630,PI,944,NA,25,20,NA,5,0,UCA,SYR,37,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,18,1,1623,1610,1707,1630,PI,944,NA,44,20,NA,37,13,UCA,SYR,37,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,19,2,1610,1610,1636,1630,PI,944,NA,26,20,NA,6,0,UCA,SYR,37,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,20,3,1608,1610,1631,1630,PI,944,NA,23,20,NA,1,-2,UCA,SYR,37,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,21,4,1615,1610,1659,1630,PI,944,NA,44,20,NA,29,5,UCA,SYR,37,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,22,5,1611,1610,1633,1630,PI,944,NA,22,20,NA,3,1,UCA,SYR,37,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,23,6,1608,1610,1625,1630,PI,944,NA,17,20,NA,-5,-2,UCA,SYR,37,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,24,7,1610,1610,1629,1630,PI,944,NA,19,20,NA,-1,0,UCA,SYR,37,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,25,1,1609,1610,1625,1630,PI,944,NA,16,20,NA,-5,-1,UCA,SYR,37,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,26,2,1628,1610,1657,1630,PI,944,NA,29,20,NA,27,18,UCA,SYR,37,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,27,3,1618,1610,1649,1630,PI,944,NA,31,20,NA,19,8,UCA,SYR,37,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,28,4,1610,1610,1630,1630,PI,944,NA,20,20,NA,0,0,UCA,SYR,37,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,29,5,1617,1610,1641,1630,PI,944,NA,24,20,NA,11,7,UCA,SYR,37,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,30,6,1610,1610,1627,1630,PI,944,NA,17,20,NA,-3,0,UCA,SYR,37,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,31,7,1612,1610,1630,1630,PI,944,NA,18,20,NA,0,2,UCA,SYR,37,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,2,6,2048,2031,2157,2142,PI,945,NA,69,71,NA,15,17,SYR,DCA,298,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,3,7,2040,2031,2215,2142,PI,945,NA,95,71,NA,33,9,SYR,DCA,298,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,4,1,2053,2031,2203,2142,PI,945,NA,70,71,NA,21,22,SYR,DCA,298,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,5,2,2034,2031,2152,2142,PI,945,NA,78,71,NA,10,3,SYR,DCA,298,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,6,3,2034,2031,2142,2142,PI,945,NA,68,71,NA,0,3,SYR,DCA,298,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,7,4,2033,2031,2148,2142,PI,945,NA,75,71,NA,6,2,SYR,DCA,298,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,8,5,NA,2031,NA,2142,PI,945,NA,NA,71,NA,NA,NA,SYR,DCA,298,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1988,1,10,7,2034,2031,2142,2142,PI,945,NA,68,71,NA,0,3,SYR,DCA,298,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,11,1,2030,2031,2141,2142,PI,945,NA,71,71,NA,-1,-1,SYR,DCA,298,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,12,2,2036,2031,2147,2142,PI,945,NA,71,71,NA,5,5,SYR,DCA,298,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,13,3,2035,2031,2146,2142,PI,945,NA,71,71,NA,4,4,SYR,DCA,298,NA,NA,0,NA,0,NA,NA,NA,NA,NA
